"evidence_edge_id","record_type","record_id","field_name","claim_kind","source_id","evidence_role","confidence_label","source_dataset_id","notes"
"EVD-SA-SR-TOU-01","planning_profile","PLAN-SR-V1-1","official_tourism_url","official_fact","SRC-SA-SR-01","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-UY-EDT-01","planning_profile","PLAN-UY-V1-1","suggested_days_range_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-UY-EDT-02","planning_profile","PLAN-UY-V1-1","buffer_days_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-UY-EDT-03","planning_profile","PLAN-UY-V1-1","gateway_city_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-UY-EDT-04","planning_profile","PLAN-UY-V1-1","route_intensity_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-UY-EDT-05","planning_profile","PLAN-UY-V1-1","signature_experience_1_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-UY-EDT-06","planning_profile","PLAN-UY-V1-1","signature_experience_2_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-UY-ENT-01","planning_profile","PLAN-UY-V1-1","official_entry_url","official_fact","SRC-SA-UY-04","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-UY-EXP-01","planning_profile","PLAN-UY-V1-1","signature_experiences","editorial_judgment","SRC-SA-UY-03","supporting","editorial","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-UY-SEA-01","planning_profile","PLAN-UY-V1-1","seasonality_note","official_source_synthesis","SRC-SA-UY-01","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-UY-SEA-02","planning_profile","PLAN-UY-V1-1","seasonality_note","official_source_synthesis","SRC-SA-UY-02","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-UY-TOU-01","planning_profile","PLAN-UY-V1-1","official_tourism_url","official_fact","SRC-SA-UY-03","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-ALT-01","planning_profile","PLAN-VE-V1-1","operational_note","official_source_synthesis","SRC-SA-VE-03","primary","provisional","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-ALT-02","planning_profile","PLAN-VE-V1-1","operational_note","official_source_synthesis","SRC-SA-VE-04","primary","provisional","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-EDT-01","planning_profile","PLAN-VE-V1-1","suggested_days_range_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-VE-EDT-02","planning_profile","PLAN-VE-V1-1","buffer_days_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-VE-EDT-03","planning_profile","PLAN-VE-V1-1","gateway_city_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-VE-EDT-04","planning_profile","PLAN-VE-V1-1","route_intensity_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-VE-EDT-05","planning_profile","PLAN-VE-V1-1","signature_experience_1_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-VE-EDT-06","planning_profile","PLAN-VE-V1-1","signature_experience_2_editorial","editorial_judgment","","editorial_only","editorial","DSET-SA-2026-V1-1","Explicitly labelled VisaAdvisor editorial judgment; no government recommendation is claimed."
"EVD-SA-VE-ENT-01","planning_profile","PLAN-VE-V1-1","official_entry_url","official_fact","SRC-SA-VE-05","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-EXP-01","planning_profile","PLAN-VE-V1-1","signature_experiences","editorial_judgment","SRC-SA-VE-01","supporting","editorial","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-EXP-02","planning_profile","PLAN-VE-V1-1","signature_experiences","editorial_judgment","SRC-SA-VE-02","supporting","editorial","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-SEA-01","planning_profile","PLAN-VE-V1-1","seasonality_note","official_source_synthesis","SRC-SA-VE-01","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-SEA-02","planning_profile","PLAN-VE-V1-1","seasonality_note","official_source_synthesis","SRC-SA-VE-02","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
"EVD-SA-VE-TOU-01","planning_profile","PLAN-VE-V1-1","official_tourism_url","official_fact","SRC-SA-VE-01","primary","authoritative","DSET-SA-2026-V1-1","Imported field-to-source link from South America v1.1."
